sample_ID,location,treatment,soiltype,replicate,hrs_incubated,mgC,year_inc,year_col
NC OS1,N,C,OS,1,120,0.001290578,2017,2016
NC OS2,N,C,OS,2,120,0.001330106,2017,2016
NC OS3,N,C,OS,3,120,0.001735684,2017,2016
NC OS4,N,C,OS,4,120,0.001499841,2017,2016
NC OS5,N,C,OS,5,120,0.001671737,2017,2016
NC OS6,N,C,OS,6,120,0.00131912,2017,2016
NC OS7,N,C,OS,7,120,0.001773988,2017,2016
NC OS8,N,C,OS,8,120,0.002029706,2017,2016
NC OS9,N,C,OS,9,120,0.001422664,2017,2016
NC OS10,N,C,OS,10,120,0.001355767,2017,2016
NC UT1,N,C,UT,1,120,0.002137812,2017,2016
NC UT2,N,C,UT,2,120,0.001306106,2017,2016
NC UT3,N,C,UT,3,120,0.001340312,2017,2016
NC UT4,N,C,UT,4,120,0.001243628,2017,2016
NC UT5,N,C,UT,5,120,0.002368381,2017,2016
NC UT6,N,C,UT,6,120,0.001907368,2017,2016
NC UT7,N,C,UT,7,120,0.002378916,2017,2016
NC UT8,N,C,UT,8,120,0.001427621,2017,2016
NC UT9,N,C,UT,9,120,0.001697644,2017,2016
NC UT10,N,C,UT,10,120,0.001242993,2017,2016
NC OM1,N,C,OM,1,120,0.001450107,2017,2016
NC OM2,N,C,OM,2,120,0.001175411,2017,2016
NC OM3,N,C,OM,3,120,0.00122556,2017,2016
NC OM4,N,C,OM,4,120,0.00132161,2017,2016
NC OM5,N,C,OM,5,120,0.001684133,2017,2016
NC OM6,N,C,OM,6,120,0.000971886,2017,2016
NC OM7,N,C,OM,7,120,0.001035903,2017,2016
NC OM8,N,C,OM,8,120,0.00174484,2017,2016
NC OM9,N,C,OM,9,120,0.001327054,2017,2016
NC OM10,N,C,OM,10,120,0.001065543,2017,2016
CMW OS1,C,MW,OS,1,120,0.000993713,2017,2016
CMW OS2,C,MW,OS,2,120,0.001600899,2017,2016
CMW OS3,C,MW,OS,3,120,0.001307766,2017,2016
CMW OS4,C,MW,OS,4,120,0.001143574,2017,2016
CMW OS5,C,MW,OS,5,120,0.002162724,2017,2016
CMW OS6,C,MW,OS,6,120,0.001649083,2017,2016
CMW OS7,C,MW,OS,7,120,0.000962193,2017,2016
CMW OS8,C,MW,OS,8,120,0.001133784,2017,2016
CMW OS9,C,MW,OS,9,120,0.001050991,2017,2016
CMW OS10,C,MW,OS,10,120,0.001022743,2017,2016
CMW UT1,C,MW,UT,1,120,0.001406331,2017,2016
CMW UT2,C,MW,UT,2,120,0.001113812,2017,2016
CMW UT3,C,MW,UT,3,120,0.002427793,2017,2016
CMW UT4,C,MW,UT,4,120,0.001431942,2017,2016
CMW UT5,C,MW,UT,5,120,0.002288413,2017,2016
CMW UT6,C,MW,UT,6,120,0.001673751,2017,2016
CMW UT7,C,MW,UT,7,120,0.001777321,2017,2016
CMW UT8,C,MW,UT,8,120,0.001247607,2017,2016
CMW UT9,C,MW,UT,9,120,0.002024411,2017,2016
CMW UT10,C,MW,UT,10,120,0.001356597,2017,2016
CMW OM1,C,MW,OM,1,120,0.002010597,2017,2016
CMW OM2,C,MW,OM,2,120,0.001023329,2017,2016
CMW OM3,C,MW,OM,3,120,0.001083879,2017,2016
CMW OM4,C,MW,OM,4,120,0.001930214,2017,2016
CMW OM5,C,MW,OM,5,120,0.000938926,2017,2016
CMW OM6,C,MW,OM,6,120,0.001232909,2017,2016
SMWC OS1,S,MWC,OS,1,120,0.001462754,2017,2016
SMWC OS2,S,MWC,OS,2,120,0.001096355,2017,2016
SMWC OS3,S,MWC,OS,3,120,0.001573298,2017,2016
SMWC OS4,S,MWC,OS,4,120,0.001155489,2017,2016
SMWC OS5,S,MWC,OS,5,120,0.001422591,2017,2016
SMWC OS6,S,MWC,OS,6,120,0.001394856,2017,2016
SMWC OS7,S,MWC,OS,7,120,0.001675998,2017,2016
SMWC OS8,S,MWC,OS,8,120,0.001154121,2017,2016
SMWC OS9,S,MWC,OS,9,120,0.00132117,2017,2016
SMWC OS10,S,MWC,OS,10,120,0.001244067,2017,2016
SMWC UT1,S,MWC,UT,1,120,0.001643102,2017,2016
SMWC UT2,S,MWC,UT,2,120,0.001201975,2017,2016
SMWC UT3,S,MWC,UT,3,120,0.001490856,2017,2016
SMWC UT4,S,MWC,UT,4,120,0.001167159,2017,2016
SMWC UT5,S,MWC,UT,5,120,0.00105209,2017,2016
SMWC UT6,S,MWC,UT,6,120,0.001259351,2017,2016
SMWC UT7,S,MWC,UT,7,120,0.001487096,2017,2016
SMWC UT8,S,MWC,UT,8,120,0.001115155,2017,2016
SMWC UT9,S,MWC,UT,9,120,0.001693182,2017,2016
SMWC UT10,S,MWC,UT,10,120,0.001085686,2017,2016
SMWC OM1,S,MWC,OM,1,120,0.00121616,2017,2016
SMWC OM2,S,MWC,OM,2,120,0.000802518,2017,2016
SMWC OM3,S,MWC,OM,3,120,0.001005652,2017,2016
SMWC OM4,S,MWC,OM,4,120,0.001093425,2017,2016
SMWC OM5,S,MWC,OM,5,120,0.000958092,2017,2016
SMWC OM6,S,MWC,OM,6,120,0.00147401,2017,2016
SMWC OM7,S,MWC,OM,7,120,0.000901961,2017,2016
SMWC OM8,S,MWC,OM,8,120,0.001629923,2017,2016
SMWC OM9,S,MWC,OM,9,120,0.001354448,2017,2016
SMWC OM10,S,MWC,OM,10,120,0.00093165,2017,2016
NMW OS1,N,MW,OS,1,120,0.001493889,2017,2016
NMW OS2,N,MW,OS,2,120,0.001444923,2017,2016
NMW OS3,N,MW,OS,3,120,0.001358749,2017,2016
NMW OS4,N,MW,OS,4,120,0.001667872,2017,2016
NMW OS5,N,MW,OS,5,120,0.00155148,2017,2016
NMW OS6,N,MW,OS,6,120,0.001309156,2017,2016
NMW OS7,N,MW,OS,7,120,0.0011601,2017,2016
NMW OS8,N,MW,OS,8,120,0.001526985,2017,2016
NMW OS9,N,MW,OS,9,120,0.001737804,2017,2016
NMW OS10,N,MW,OS,10,120,0.001498803,2017,2016
NMW UT1,N,MW,UT,1,120,0.002571696,2017,2016
NMW UT2,N,MW,UT,2,120,0.001353709,2017,2016
NMW UT3,N,MW,UT,3,120,0.001616581,2017,2016
NMW UT4,N,MW,UT,4,120,0.001134401,2017,2016
NMW UT5,N,MW,UT,5,120,0.002093475,2017,2016
NMW UT6,N,MW,UT,6,120,0.001528188,2017,2016
NMW UT7,N,MW,UT,7,120,0.001904991,2017,2016
NMW UT8,N,MW,UT,8,120,0.001995032,2017,2016
NMW UT9,N,MW,UT,9,120,0.002750097,2017,2016
NMW UT10,N,MW,UT,10,120,0.001636275,2017,2016
NMW OM1,N,MW,OM,1,120,0.001042962,2017,2016
NMW OM2,N,MW,OM,2,120,0.001086362,2017,2016
NMW OM3,N,MW,OM,3,120,0.001081874,2017,2016
NMW OM4,N,MW,OM,4,120,0.000757487,2017,2016
NMW OM5,N,MW,OM,5,120,0.001526258,2017,2016
NMW OM6,N,MW,OM,6,120,0.000930011,2017,2016
NMW OM7,N,MW,OM,7,120,0.00106124,2017,2016
NMW OM8,N,MW,OM,8,120,0.001263674,2017,2016
NMW OM9,N,MW,OM,9,120,0.000887237,2017,2016
NMW OM10,N,MW,OM,10,120,0.001410975,2017,2016
CMWC OS1,C,MWC,OS,1,120,0.001287267,2017,2016
CMWC OS2,C,MWC,OS,2,120,0.001042134,2017,2016
CMWC OS3,C,MWC,OS,3,120,0.00150116,2017,2016
CMWC OS4,C,MWC,OS,4,120,0.001777419,2017,2016
CMWC OS5,C,MWC,OS,5,120,0.00127784,2017,2016
CMWC OS6,C,MWC,OS,6,120,0.000916171,2017,2016
CMWC OS7,C,MWC,OS,7,120,0.001297021,2017,2016
CMWC OS8,C,MWC,OS,8,120,0.000988805,2017,2016
CMWC OS9,C,MWC,OS,9,120,0.000924394,2017,2016
CMWC OS10,C,MWC,OS,10,120,0.001386178,2017,2016
CMWC UT1,C,MWC,UT,1,120,0.001685822,2017,2016
CMWC UT2,C,MWC,UT,2,120,0.001093207,2017,2016
CMWC UT3,C,MWC,UT,3,120,0.00151668,2017,2016
CMWC UT4,C,MWC,UT,4,120,0.001231205,2017,2016
CMWC UT5,C,MWC,UT,5,120,0.002769412,2017,2016
CMWC UT6,C,MWC,UT,6,120,0.001015483,2017,2016
CMWC UT7,C,MWC,UT,7,120,0.001398238,2017,2016
CMWC UT8,C,MWC,UT,8,120,0.001342753,2017,2016
CMWC UT9,C,MWC,UT,9,120,0.001730174,2017,2016
CMWC UT10,C,MWC,UT,10,120,0.001869687,2017,2016
CMWC OM1,C,MWC,OM,1,120,0.001820366,2017,2016
CMWC OM2,C,MWC,OM,2,120,0.001140569,2017,2016
CMWC OM3,C,MWC,OM,3,120,0.001291003,2017,2016
CMWC OM4,C,MWC,OM,4,120,0.001243416,2017,2016
CMWC OM5,C,MWC,OM,5,120,0.00114117,2017,2016
CMWC OM6,C,MWC,OM,6,120,0.001877334,2017,2016
CMWC OM7,C,MWC,OM,7,120,0.000996051,2017,2016
CMWC OM8,C,MWC,OM,8,120,0.000922664,2017,2016
CMWC OM9,C,MWC,OM,9,120,0.001119759,2017,2016
CMWC OM10,C,MWC,OM,10,120,0.001090023,2017,2016
SO OS1,S,O,OS,1,120,0.001876133,2017,2016
SO OS2,S,O,OS,2,120,0.001884639,2017,2016
SO OS3,S,O,OS,3,120,0.001667665,2017,2016
SO OS4,S,O,OS,4,120,0.002017177,2017,2016
SO OS5,S,O,OS,5,120,0.001245722,2017,2016
SO OS6,S,O,OS,6,120,0.001407088,2017,2016
SO OS7,S,O,OS,7,120,0.001637932,2017,2016
SO OS8,S,O,OS,8,120,0.001292833,2017,2016
SO OS9,S,O,OS,9,120,0.001847742,2017,2016
SO OS10,S,O,OS,10,120,0.001920872,2017,2016
SO UT1,S,O,UT,1,120,0.001579267,2017,2016
SO UT2,S,O,UT,2,120,0.001330643,2017,2016
SO UT3,S,O,UT,3,120,0.0014718,2017,2016
SO UT4,S,O,UT,4,120,0.001502514,2017,2016
SO UT5,S,O,UT,5,120,0.001877703,2017,2016
SO UT6,S,O,UT,6,120,0.001761415,2017,2016
SO UT7,S,O,UT,7,120,0.002193222,2017,2016
SO UT8,S,O,UT,8,120,0.001603029,2017,2016
SO UT9,S,O,UT,9,120,0.001634254,2017,2016
SO UT10,S,O,UT,10,120,0.001641848,2017,2016
SO OM1,S,O,OM,1,120,0.00109085,2017,2016
SO OM2,S,O,OM,2,120,0.001817122,2017,2016
SO OM3,S,O,OM,3,120,0.000936956,2017,2016
SO OM4,S,O,OM,4,120,0.001356969,2017,2016
SO OM5,S,O,OM,5,120,0.001851007,2017,2016
SO OM6,S,O,OM,6,120,0.001602503,2017,2016
SO OM7,S,O,OM,7,120,0.000962605,2017,2016
NWMC OS1,N,MWC,OS,1,120,0.001177811,2017,2016
NWMC OS2,N,MWC,OS,2,120,0.001245998,2017,2016
NWMC OS3,N,MWC,OS,3,120,0.001143293,2017,2016
NWMC OS4,N,MWC,OS,4,120,0.001199369,2017,2016
NWMC OS5,N,MWC,OS,5,120,0.001273903,2017,2016
NWMC OS6,N,MWC,OS,6,120,0.001395816,2017,2016
NWMC OS7,N,MWC,OS,7,120,0.0016539,2017,2016
NWMC OS8,N,MWC,OS,8,120,0.00140519,2017,2016
NWMC OS9,N,MWC,OS,9,120,0.002210298,2017,2016
NWMC OS10,N,MWC,OS,10,120,0.00115618,2017,2016
NWMC UT1,N,MWC,UT,1,120,0.003641985,2017,2016
NWMC UT2,N,MWC,UT,2,120,0.001465045,2017,2016
NWMC UT3,N,MWC,UT,3,120,0.002197247,2017,2016
NWMC UT4,N,MWC,UT,4,120,0.001763529,2017,2016
NWMC UT5,N,MWC,UT,5,120,0.001891205,2017,2016
NWMC UT6,N,MWC,UT,6,120,0.00107719,2017,2016
NWMC UT7,N,MWC,UT,7,120,0.001540523,2017,2016
NWMC UT8,N,MWC,UT,8,120,0.001029664,2017,2016
NWMC UT9,N,MWC,UT,9,120,0.001805935,2017,2016
NWMC UT10,N,MWC,UT,10,120,0.00131714,2017,2016
NWMC OM1,N,MWC,OM,1,120,0.001313507,2017,2016
NWMC OM2,N,MWC,OM,2,120,0.001377334,2017,2016
NWMC OM3,N,MWC,OM,3,120,0.001246022,2017,2016
NWMC OM4,N,MWC,OM,4,120,0.001109914,2017,2016
NWMC OM5,N,MWC,OM,5,120,0.001345239,2017,2016
NWMC OM6,N,MWC,OM,6,120,0.001087799,2017,2016
NWMC OM7,N,MWC,OM,7,120,0.000768349,2017,2016
NWMC OM8,N,MWC,OM,8,120,0.001356817,2017,2016
NWMC OM9,N,MWC,OM,9,120,0.002056971,2017,2016
NWMC OM10,N,MWC,OM,10,120,0.001168316,2017,2016
CO OS1,C,O,OS,1,120,0.001746186,2017,2016
CO OS2,C,O,OS,2,120,0.001028841,2017,2016
CO OS3,C,O,OS,3,120,0.001142543,2017,2016
CO OS4,C,O,OS,4,120,0.001163859,2017,2016
CO OS5,C,O,OS,5,120,0.001136317,2017,2016
CO OS6,C,O,OS,6,120,0.001345166,2017,2016
CO OS7,C,O,OS,7,120,0.001574507,2017,2016
CO OS8,C,O,OS,8,120,0.001386757,2017,2016
CO OS9,C,O,OS,9,120,0.001610746,2017,2016
CO OS10,C,O,OS,10,120,0.001066943,2017,2016
CO UT1,C,O,UT,1,120,0.001531875,2017,2016
CO UT2,C,O,UT,2,120,0.001106741,2017,2016
CO UT3,C,O,UT,3,120,0.001138182,2017,2016
CO UT4,C,O,UT,4,120,0.001676141,2017,2016
CO UT5,C,O,UT,5,120,0.001457826,2017,2016
CO UT6,C,O,UT,6,120,0.001374597,2017,2016
CO UT7,C,O,UT,7,120,0.001219547,2017,2016
CO UT8,C,O,UT,8,120,0.001011134,2017,2016
CO UT9,C,O,UT,9,120,0.002034862,2017,2016
CO UT10,C,O,UT,10,120,0.001270124,2017,2016
CO OM1,C,O,OM,1,120,0.001202082,2017,2016
CO OM2,C,O,OM,2,120,0.001649544,2017,2016
CO OM3,C,O,OM,3,120,0.001359433,2017,2016
CO OM4,C,O,OM,4,120,0.001317988,2017,2016
CO OM5,C,O,OM,5,120,0.001057496,2017,2016
CO OM6,C,O,OM,6,120,0.001533643,2017,2016
CO OM7,C,O,OM,7,120,0.002503315,2017,2016
CO OM8,C,O,OM,8,120,0.000971481,2017,2016
CO OM9,C,O,OM,9,120,0.001150003,2017,2016
CO OM10,C,O,OM,10,120,0.001224779,2017,2016
SC OS1,S,C,OS,1,120,0.001127791,2017,2016
SC OS2,S,C,OS,2,120,0.001551568,2017,2016
SC OS3,S,C,OS,3,120,0.001184157,2017,2016
SC OS4,S,C,OS,4,120,0.001080072,2017,2016
SC OS5,S,C,OS,5,120,0.001205498,2017,2016
SC OS6,S,C,OS,6,120,0.002030869,2017,2016
SC OS7,S,C,OS,7,120,0.001304908,2017,2016
SC OS8,S,C,OS,8,120,0.001112095,2017,2016
SC OS9,S,C,OS,9,120,0.00113765,2017,2016
SC OS10,S,C,OS,10,120,0.001299676,2017,2016
SC UT1,S,C,UT,1,120,0.001426337,2017,2016
SC UT2,S,C,UT,2,120,0.001794808,2017,2016
SC UT3,S,C,UT,3,120,0.001985692,2017,2016
SC UT4,S,C,UT,4,120,0.002025868,2017,2016
SC UT5,S,C,UT,5,120,0.001455598,2017,2016
SC UT6,S,C,UT,6,120,0.001960875,2017,2016
SC UT7,S,C,UT,7,120,0.00215959,2017,2016
SC UT8,S,C,UT,8,120,0.00242949,2017,2016
SC UT9,S,C,UT,9,120,0.001722563,2017,2016
SC UT10,S,C,UT,10,120,0.003743114,2017,2016
SC OM1,S,C,OM,1,120,0.001058926,2017,2016
SC OM2,S,C,OM,2,120,0.001032402,2017,2016
SC OM3,S,C,OM,3,120,0.001029737,2017,2016
SC OM4,S,C,OM,4,120,0.001280467,2017,2016
SC OM5,S,C,OM,5,120,0.002095721,2017,2016
SC OM6,S,C,OM,6,120,0.000908429,2017,2016
SC OM7,S,C,OM,7,120,0.001162987,2017,2016
SC OM8,S,C,OM,8,120,0.001252877,2017,2016
SC OM9,S,C,OM,9,120,0.001172264,2017,2016
SC OM10,S,C,OM,10,120,0.001239749,2017,2016
NO OS1,N,O,OS,1,144,0.001304096,2017,2016
NO OS2,N,O,OS,2,144,0.001062183,2017,2016
NO OS3,N,O,OS,3,144,0.001182791,2017,2016
NO OS4,N,O,OS,4,144,0.001967729,2017,2016
NO OS5,N,O,OS,5,144,0.001187869,2017,2016
NO OS6,N,O,OS,6,144,0.001389853,2017,2016
NO OS7,N,O,OS,7,144,0.001743379,2017,2016
NO OS8,N,O,OS,8,144,0.001551674,2017,2016
NO OS9,N,O,OS,9,144,0.001726888,2017,2016
NO OS10,N,O,OS,10,144,0.001665309,2017,2016
NO UT1,N,O,UT,1,144,0.001197376,2017,2016
NO UT2,N,O,UT,2,144,0.002008038,2017,2016
NO UT3,N,O,UT,3,144,0.001726946,2017,2016
NO UT4,N,O,UT,4,144,0.002133423,2017,2016
NO UT5,N,O,UT,5,144,0.001559967,2017,2016
NO UT6,N,O,UT,6,144,0.003010212,2017,2016
NO UT7,N,O,UT,7,144,0.001613058,2017,2016
NO UT8,N,O,UT,8,144,0.00283464,2017,2016
NO UT9,N,O,UT,9,144,0.001666554,2017,2016
NO UT10,N,O,UT,10,144,0.001797848,2017,2016
NO OM1,N,O,OM,1,144,0.001749123,2017,2016
NO OM2,N,O,OM,2,144,0.00112298,2017,2016
NO OM3,N,O,OM,3,144,0.001223876,2017,2016
NO OM4,N,O,OM,4,144,0.001243516,2017,2016
NO OM5,N,O,OM,5,144,0.002016102,2017,2016
NO OM6,N,O,OM,6,144,0.001182189,2017,2016
NO OM7,N,O,OM,7,144,0.002240672,2017,2016
NO OM8,N,O,OM,8,144,0.001042134,2017,2016
NO OM9,N,O,OM,9,144,0.001300775,2017,2016
NO OM10,N,O,OM,10,144,0.000927086,2017,2016
CC OS1,C,C,OS,1,144,0.002245095,2017,2016
CC OS2,C,C,OS,2,144,0.001355001,2017,2016
CC OS3,C,C,OS,3,144,0.001626188,2017,2016
CC OS4,C,C,OS,4,144,0.001318875,2017,2016
CC OS5,C,C,OS,5,144,0.001441673,2017,2016
CC OS6,C,C,OS,6,144,0.001944717,2017,2016
CC OS7,C,C,OS,7,144,0.001491952,2017,2016
CC OS8,C,C,OS,8,144,0.002027521,2017,2016
CC OS9,C,C,OS,9,144,0.002331535,2017,2016
CC OS10,C,C,OS,10,144,0.001020424,2017,2016
CC UT1,C,C,UT,1,144,0.001433537,2017,2016
CC UT2,C,C,UT,2,144,0.000922994,2017,2016
CC UT3,C,C,UT,3,144,0.001104231,2017,2016
CC UT4,C,C,UT,4,144,0.001612093,2017,2016
CC UT5,C,C,UT,5,144,0.00159627,2017,2016
CC UT6,C,C,UT,6,144,0.001277597,2017,2016
CC UT7,C,C,UT,7,144,0.001917399,2017,2016
CC UT8,C,C,UT,8,144,0.001050293,2017,2016
CC UT9,C,C,UT,9,144,0.001792744,2017,2016
CC UT10,C,C,UT,10,144,0.001653355,2017,2016
CC OM1,C,C,OM,1,144,0.001454405,2017,2016
CC OM2,C,C,OM,2,144,0.001420083,2017,2016
CC OM3,C,C,OM,3,144,0.001427689,2017,2016
CC OM4,C,C,OM,4,144,0.002120057,2017,2016
CC OM5,C,C,OM,5,144,0.001179854,2017,2016
CC OM6,C,C,OM,6,144,0.001277597,2017,2016
CC OM7,C,C,OM,7,144,0.00104868,2017,2016
CC OM8,C,C,OM,8,144,0.001714477,2017,2016
CC OM9,C,C,OM,9,144,0.001199639,2017,2016
CC OM10,C,C,OM,10,144,0.001231024,2017,2016
SMW OS1,S,MW,OS,1,144,0.001117829,2017,2016
SMW OS2,S,MW,OS,2,144,0.001253263,2017,2016
SMW OS3,S,MW,OS,3,144,0.001684038,2017,2016
SMW OS4,S,MW,OS,4,144,0.001091258,2017,2016
SMW OS5,S,MW,OS,5,144,0.001205704,2017,2016
SMW OS6,S,MW,OS,6,144,0.001002107,2017,2016
SMW OS7,S,MW,OS,7,144,0.001479701,2017,2016
SMW OS8,S,MW,OS,8,144,0.001312376,2017,2016
SMW OS9,S,MW,OS,9,144,0.001796995,2017,2016
SMW OS10,S,MW,OS,10,144,0.002438095,2017,2016
SMW UT1,S,MW,UT,1,144,0.001409228,2017,2016
SMW UT2,S,MW,UT,2,144,0.001266309,2017,2016
SMW UT3,S,MW,UT,3,144,0.002552024,2017,2016
SMW UT4,S,MW,UT,4,144,0.001617466,2017,2016
SMW UT5,S,MW,UT,5,144,0.001399817,2017,2016
SMW UT6,S,MW,UT,6,144,0.001007932,2017,2016
SMW UT7,S,MW,UT,7,144,0.00131447,2017,2016
SMW UT8,S,MW,UT,8,144,0.000971083,2017,2016
SMW UT9,S,MW,UT,9,144,0.00125259,2017,2016
SMW UT10,S,MW,UT,10,144,0.001105241,2017,2016
SMW OM1,S,MW,OM,1,144,0.001639745,2017,2016
SMW OM2,S,MW,OM,2,144,0.00131808,2017,2016
SMW OM3,S,MW,OM,3,144,0.000932212,2017,2016
SMW OM4,S,MW,OM,4,144,0.00105217,2017,2016
SMW OM5,S,MW,OM,5,144,0.000942225,2017,2016
SMW OM6,S,MW,OM,6,144,0.001347444,2017,2016
SMW OM7,S,MW,OM,7,144,0.000912019,2017,2016
SMW OM8,S,MW,OM,8,144,0.001291845,2017,2016
SMW OM9,S,MW,OM,9,144,0.001964911,2017,2016
SMW OM10,S,MW,OM,10,144,0.00220913,2017,2016
NC OS1,N,C,OS,1,144,0.001425354,2017,2016
NC OS2,N,C,OS,2,144,0.0014374,2017,2016
NC OS3,N,C,OS,3,144,0.001868974,2017,2016
NC OS4,N,C,OS,4,144,0.001608848,2017,2016
NC OS5,N,C,OS,5,144,0.001783116,2017,2016
NC OS6,N,C,OS,6,144,0.001401066,2017,2016
NC OS7,N,C,OS,7,144,0.001902312,2017,2016
NC OS8,N,C,OS,8,144,0.002238678,2017,2016
NC OS9,N,C,OS,9,144,0.001546044,2017,2016
NC OS10,N,C,OS,10,144,0.001479142,2017,2016
NC UT1,N,C,UT,1,144,0.002288702,2017,2016
NC UT2,N,C,UT,2,144,0.001407261,2017,2016
NC UT3,N,C,UT,3,144,0.001475381,2017,2016
NC UT4,N,C,UT,4,144,0.001356866,2017,2016
NC UT5,N,C,UT,5,144,0.002594437,2017,2016
NC UT6,N,C,UT,6,144,0.002083173,2017,2016
NC UT7,N,C,UT,7,144,0.002573184,2017,2016
NC UT8,N,C,UT,8,144,0.001561826,2017,2016
NC UT9,N,C,UT,9,144,0.001827432,2017,2016
NC UT10,N,C,UT,10,144,0.001380072,2017,2016
NC OM1,N,C,OM,1,144,0.001647045,2017,2016
NC OM2,N,C,OM,2,144,0.001232255,2017,2016
NC OM3,N,C,OM,3,144,0.001315788,2017,2016
NC OM4,N,C,OM,4,144,0.001397231,2017,2016
NC OM5,N,C,OM,5,144,0.001811847,2017,2016
NC OM6,N,C,OM,6,144,0.001064697,2017,2016
NC OM7,N,C,OM,7,144,0.001096753,2017,2016
NC OM8,N,C,OM,8,144,0.001867668,2017,2016
NC OM9,N,C,OM,9,144,0.001460606,2017,2016
NC OM10,N,C,OM,10,144,0.001137045,2017,2016
CMW OS1,C,MW,OS,1,144,0.001074899,2017,2016
CMW OS2,C,MW,OS,2,144,0.001701354,2017,2016
CMW OS3,C,MW,OS,3,144,0.001382482,2017,2016
CMW OS4,C,MW,OS,4,144,0.001185744,2017,2016
CMW OS5,C,MW,OS,5,144,0.002371068,2017,2016
CMW OS6,C,MW,OS,6,144,0.001740881,2017,2016
CMW OS7,C,MW,OS,7,144,0.000965676,2017,2016
CMW OS8,C,MW,OS,8,144,0.001204476,2017,2016
CMW OS9,C,MW,OS,9,144,0.001128416,2017,2016
CMW OS10,C,MW,OS,10,144,0.001106316,2017,2016
CMW UT1,C,MW,UT,1,144,0.00152745,2017,2016
CMW UT2,C,MW,UT,2,144,0.001165512,2017,2016
CMW UT3,C,MW,UT,3,144,0.002639952,2017,2016
CMW UT4,C,MW,UT,4,144,0.001554811,2017,2016
CMW UT5,C,MW,UT,5,144,0.002497014,2017,2016
CMW UT6,C,MW,UT,6,144,0.001784185,2017,2016
CMW UT7,C,MW,UT,7,144,0.001914717,2017,2016
CMW UT8,C,MW,UT,8,144,0.001330685,2017,2016
CMW UT9,C,MW,UT,9,144,0.002212511,2017,2016
CMW UT10,C,MW,UT,10,144,0.001419209,2017,2016
CMW OM1,C,MW,OM,1,144,0.002154592,2017,2016
CMW OM2,C,MW,OM,2,144,0.001107299,2017,2016
CMW OM3,C,MW,OM,3,144,0.001183433,2017,2016
CMW OM4,C,MW,OM,4,144,0.002104796,2017,2016
CMW OM5,C,MW,OM,5,144,0.001013072,2017,2016
CMW OM6,C,MW,OM,6,144,0.001348827,2017,2016
SMWC OS1,S,MWC,OS,1,144,0.00159882,2017,2016
SMWC OS2,S,MWC,OS,2,144,0.001204845,2017,2016
SMWC OS3,S,MWC,OS,3,144,0.001680563,2017,2016
SMWC OS4,S,MWC,OS,4,144,0.001239556,2017,2016
SMWC OS5,S,MWC,OS,5,144,0.001537701,2017,2016
SMWC OS6,S,MWC,OS,6,144,0.001436712,2017,2016
SMWC OS7,S,MWC,OS,7,144,0.001787973,2017,2016
SMWC OS8,S,MWC,OS,8,144,0.001182966,2017,2016
SMWC OS9,S,MWC,OS,9,144,0.001421864,2017,2016
SMWC OS10,S,MWC,OS,10,144,0.001347107,2017,2016
SMWC UT1,S,MWC,UT,1,144,0.001763389,2017,2016
SMWC UT2,S,MWC,UT,2,144,0.001310945,2017,2016
SMWC UT3,S,MWC,UT,3,144,0.001603667,2017,2016
SMWC UT4,S,MWC,UT,4,144,0.001258165,2017,2016
SMWC UT5,S,MWC,UT,5,144,0.001143092,2017,2016
SMWC UT6,S,MWC,UT,6,144,0.001363135,2017,2016
SMWC UT7,S,MWC,UT,7,144,0.00160779,2017,2016
SMWC UT8,S,MWC,UT,8,144,0.001152089,2017,2016
SMWC UT9,S,MWC,UT,9,144,0.001830537,2017,2016
SMWC UT10,S,MWC,UT,10,144,0.001132202,2017,2016
SMWC OM1,S,MWC,OM,1,144,0.001299833,2017,2016
SMWC OM2,S,MWC,OM,2,144,0.0008493,2017,2016
SMWC OM3,S,MWC,OM,3,144,0.001069048,2017,2016
SMWC OM4,S,MWC,OM,4,144,0.001159735,2017,2016
SMWC OM5,S,MWC,OM,5,144,0.000994365,2017,2016
SMWC OM6,S,MWC,OM,6,144,0.001671769,2017,2016
SMWC OM7,S,MWC,OM,7,144,0.000952746,2017,2016
SMWC OM8,S,MWC,OM,8,144,0.00174842,2017,2016
SMWC OM9,S,MWC,OM,9,144,0.001526809,2017,2016
SMWC OM10,S,MWC,OM,10,144,0.000995274,2017,2016
NMW OS1,N,MW,OS,1,144,0.001646139,2017,2016
NMW OS2,N,MW,OS,2,144,0.001535991,2017,2016
NMW OS3,N,MW,OS,3,144,0.001336129,2017,2016
NMW OS4,N,MW,OS,4,144,0.001780944,2017,2016
NMW OS5,N,MW,OS,5,144,0.001683768,2017,2016
NMW OS6,N,MW,OS,6,144,0.001378228,2017,2016
NMW OS7,N,MW,OS,7,144,0.001197876,2017,2016
NMW OS8,N,MW,OS,8,144,0.001642332,2017,2016
NMW OS9,N,MW,OS,9,144,0.00186637,2017,2016
NMW OS10,N,MW,OS,10,144,0.001620173,2017,2016
NMW UT1,N,MW,UT,1,144,0.002775282,2017,2016
NMW UT2,N,MW,UT,2,144,0.001372093,2017,2016
NMW UT3,N,MW,UT,3,144,0.001734507,2017,2016
NMW UT4,N,MW,UT,4,144,0.001155825,2017,2016
NMW UT5,N,MW,UT,5,144,0.002265774,2017,2016
NMW UT6,N,MW,UT,6,144,0.001647549,2017,2016
